ventureid,type_of_venture,retranscriber,perspective_of_source,nationality,source,date_of_primary_source,name_of_the_ship,name_of_the_captain,name_of_investor,name_of_outfitter,number_of_voyages,internal_crossref,voyage_id_in_tstd,place_of_outfitting,place_of_purchase,place_of_disembarkation,date_of_departure_from_port_of_outfitting,date_trade_began_in_africa,date_of_departure_from_africa,date_vessel_arrived_with_enslaved,date_of_return_to_port_of_outfitting,number_of_enslaved_purchased,number_of_enslaved_sold,share_of_the_ship,complete_data_on_outlays,complete_data_on_returns,profits_reported_in_source,fatecol,various_remarks
GK064,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10961,Middelburg,nan,nan,1761-03-06,nan,nan,nan,1762-05-19,302,290,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK065,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10962,Middelburg,nan,nan,1762-12-07,nan,nan,nan,1764-04-16,312,275,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK066,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10963,Middelburg,nan,nan,nan,nan,nan,nan,nan,238,221,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK067,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Prins Willem de Vijfde,Cornelis Pieterse,,Middelburgse Commercie Compagnie,1,,10964,Middelburg,nan,nan,1767-06-09,nan,nan,nan,1768-10-08,340,333,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK068,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Prins Willem de Vijfde,Cornelis Pieterse,,Middelburgse Commercie Compagnie,1,,10965,Middelburg,nan,nan,1769-04-07,nan,nan,nan,1770-09-16,377,288,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK069,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Prins Willem de Vijfde,Cornelis Loef,,Middelburgse Commercie Compagnie,1,,10966,Middelburg,nan,nan,1771-06-27,nan,nan,nan,nan,313,309,1,yes,yes,,3,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship sold on St. Eustatius after being deemed unseaworthy."
GK070,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Raadhuis van Middelburg,David Jol,,Middelburgse Commercie Compagnie,1,,10976,Middelburg,nan,nan,1741-01-20,nan,nan,nan,nan,272,231,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK071,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Raadhuis van Middelburg,David Jol,,Middelburgse Commercie Compagnie,1,,10977,Middelburg,nan,nan,1742-10-10,nan,nan,nan,nan,252,226,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK072,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Standvastigheid,Carel Breedau,,Middelburgse Commercie Compagnie,1,,11007,Middelburg,nan,nan,1790-11-30,nan,nan,nan,1792-11-13,231,220,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK073,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vergenoegen,Robert Goodwill,,Middelburgse Commercie Compagnie,1,,11056,Middelburg,nan,nan,1786-06-03,nan,nan,nan,1787-11-14,386,364,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK074,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vergenoegen,Robert Goodwill,,Middelburgse Commercie Compagnie,1,,11057,Middelburg,nan,nan,1788-05-13,nan,nan,nan,1790-07-24,266,207,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK075,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vergenoegen,Carel Breedau,,Middelburgse Commercie Compagnie,1,,11058,Middelburg,nan,nan,1794-03-08,nan,nan,nan,1797-09-19,393,349,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship deemed unseaworthy in Suriname."
GK076,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vigilantie,Olfert Machielsen,,Middelburgse Commercie Compagnie,1,,11075,Middelburg,nan,nan,1778-08-17,nan,nan,nan,1779-09-06,246,235,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK077,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vis,Jan van Sprang,,Middelburgse Commercie Compagnie,1,,11085,Middelburg,nan,nan,1774-10-28,nan,nan,nan,1776-07-17,238,222,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK078,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vliegende Faam,Pieter de Moor,,Middelburgse Commercie Compagnie,1,,11088,Middelburg,nan,nan,1756-04-09,nan,nan,nan,nan,281,182,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship also carried bills of exchange from Suriname for the account of MCC-vessel Philadelphia."
GK079,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vliegende Faam,Cornelis van Kakom,,Middelburgse Commercie Compagnie,1,,11089,Middelburg,nan,nan,1770-08-14,nan,nan,nan,nan,212,187,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK080,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vliegende Faam,Cornelis van Kakom,,Middelburgse Commercie Compagnie,1,,11090,Middelburg,nan,nan,nan,nan,nan,nan,nan,168,151,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK081,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vrouw Johanna Cores,,,Middelburgse Commercie Compagnie,1,,11114,Middelburg,nan,nan,nan,nan,nan,nan,nan,282,184,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK082,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vrouw Johanna Cores,Jan Tuijnman,,Middelburgse Commercie Compagnie,1,,11115,Middelburg,nan,nan,1758-06-24,nan,nan,nan,nan,372,367,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK083,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vrouw Johanna Cores,Jan Tuijnman,,Middelburgse Commercie Compagnie,1,,11116,Middelburg,nan,nan,1760-03-28,nan,nan,nan,1761-09-22,381,249,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK084,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vrouw Johanna Cores,Jan Tuijnman,,Middelburgse Commercie Compagnie,1,,11117,Middelburg,nan,nan,1762-03-16,nan,nan,nan,nan,303,259,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK085,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vrouw Johanna Cores,Willem de Molder,,Middelburgse Commercie Compagnie,1,,11118,Middelburg,nan,nan,1763-12-18,nan,nan,nan,1765-07-01,271,203,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK086,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vrouw Johanna Cores,,,Middelburgse Commercie Compagnie,1,,11119,Middelburg,nan,nan,1768-06-15,nan,nan,nan,nan,249,218,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship also carried bills of exchange for the account of MCC-vessel Haast U Langzaam."
GK087,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vrouw Johanna Cores,Jan Sap,,Middelburgse Commercie Compagnie,1,,11120,Middelburg,nan,nan,1769-01-05,nan,nan,nan,1770-06-12,226,215,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK088,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Vrouw Johanna Cores,Jan Sap,,Middelburgse Commercie Compagnie,1,,11121,Middelburg,nan,nan,1771-05-14,nan,nan,nan,1772-09-29,212,148,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK089,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Watergeus,Adriaan Chatelain,,Middelburgse Commercie Compagnie,1,,11125,Middelburg,nan,nan,1773-12-08,nan,nan,nan,1775-03-30,375,347,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship ledger is missing from archive. Voyage data reconstructed from general ledger."
GK090,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Welmeenende,Cornelis van Haijen,,Middelburgse Commercie Compagnie,1,,11132,Middelburg,nan,nan,1769-07-04,nan,nan,nan,nan,196,194,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK091,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Welmeenende,Cornelis van Haijen,,Middelburgse Commercie Compagnie,1,,11133,Middelburg,nan,nan,nan,nan,nan,nan,nan,261,239,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK092,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Welmeenende,Cornelis van Haijen,,Middelburgse Commercie Compagnie,1,,11134,Middelburg,nan,nan,nan,nan,nan,nan,nan,203,192,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK093,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Zanggodin,Jan van Sprang,,Middelburgse Commercie Compagnie,1,,11178,Middelburg,nan,nan,1768-09-29,nan,nan,nan,1770-06-12,67,45,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK094,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Zanggodin,Jan van Sprang,,Middelburgse Commercie Compagnie,1,,11179,Middelburg,nan,nan,1770-10-21,nan,nan,nan,1772-04-14,162,153,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Some of the ivory sold was not acquired on this voyage and has been subtracted from the proceeds of the sale."
GK095,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Zanggodin,Ibbe Henrich Hoff,,Middelburgse Commercie Compagnie,1,,11180,Middelburg,nan,nan,1773-04-26,nan,nan,nan,nan,127,101,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK096,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Zeemercuur,Cornelis van Kakom,,Middelburgse Commercie Compagnie,1,,11182,Middelburg,nan,nan,1787-12-22,nan,nan,nan,1790-05-01,270,98,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. MCC got a reimbursement of WIC recognition fee after voyage (deducted from other expenses on return). Ship suffered disease outbreak."
GK097,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Zeemercuur,George Christoffel Zill,,Middelburgse Commercie Compagnie,1,,11183,Middelburg,nan,nan,1791-12-17,nan,nan,nan,nan,174,170,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK098,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Zorg,Johannes Noordhoek,,Middelburgse Commercie Compagnie,1,,11210,Middelburg,nan,nan,1777-11-15,nan,nan,nan,1779-07-30,246,231,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK099,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",nan,Maria Magdalena,Pieter de Klerk,,Jan de Zitter & Zonen,1,,10806,Flushing,nan,nan,1761-01-08,nan,nan,nan,nan,nan,nan,0.03125,yes,yes,,,Investor Jan Willem van Sonsbeek
GK100,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",nan,Maria Magdalena,Pieter de Klerk,,Jan de Zitter & Zonen,1,,10807,Flushing,nan,nan,1762-09-13,nan,nan,nan,nan,nan,nan,0.03125,yes,no,,,Investor Jan Willem van Sonsbeek
GK101,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",nan,Maria Magdalena,Frans Reichert,,Jan de Zitter & Zonen,1,,10810,Flushing,nan,nan,1767-11-23,nan,nan,nan,1769-03-03,nan,nan,0.03125,yes,yes,,,Investor Jan Willem van Sonsbeek
GK102,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",nan,Maria Magdalena,Frans Reichert,,Jan de Zitter & Zonen,1,,10811,Flushing,nan,nan,1769-07-04,nan,nan,nan,1770-07-13,nan,nan,0.03125,yes,yes,,,Investor Jan Willem van Sonsbeek
GK103,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",nan,Maria Magdalena,Frans Reichert,,Jan de Zitter & Zonen,1,,10812,Flushing,nan,nan,1770-11-15,nan,nan,nan,1771-11-26,nan,nan,0.03125,yes,yes,,,Investor Jan Willem van Sonsbeek
GK104,Voyage,Gerhard de Kok,Investor,Dutch,"De Kok 2019, 69 (see reference)",nan,Goede Voornemen,Casper Tol,,Johannes Louyssen & Zoon,1,,10611,Flushing,nan,nan,1790-10-24,nan,nan,nan,1791-08-26,nan,nan,0.0625,yes,yes,,,
KR001,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",nan,Fredensborg,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35181,Copenhagen,nan,nan,1767-06-24,nan,1768-04-21,1768-07-09,nan,265,241,1,no,no,,,"Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on crew costs, trade cargo costs."
KR002,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",nan,Christiansborg,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35178,Copenhagen,nan,nan,1766,1766-10-18,nan,1767-05-14,nan,245,224,1,no,no,,,"Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on crew costs, outfitting costs, trade cargo costs."
KR003,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",nan,Christiansborg,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35183,Copenhagen,nan,nan,1769,nan,1769-10-25,1770-02-26,nan,323,288,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on trade cargo costs.
KR004,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",nan,Christiansborg,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35184,Copenhagen,nan,nan,1771,nan,1772-03-28,1772-06-09,nan,267,246,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on outfitting costs.
KR005,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",nan,Christiansborg,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35185,Copenhagen,nan,nan,nan,nan,1775-03-16,1775-06-23,nan,335,254,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on outfitting costs.
KR006,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",nan,Eleonora,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35180,Copenhagen,nan,nan,nan,nan,1767-12-07,1768-02-05,nan,171,159,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on trade cargo costs.
KR007,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",nan,Eleonora,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,24666,Copenhagen,nan,nan,1769,nan,1770-08-29,1770-12-19,nan,203,176,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on crew costs.
KR008,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",nan,Eleonora,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35189,Copenhagen,nan,nan,nan,nan,1773-12-04,1774,nan,218,207,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016.
KR009,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",nan,Ada,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35358,Copenhagen,nan,nan,nan,nan,1768-10-01,1769-02,nan,201,184,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on trade cargo costs.
KR010,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",nan,Ada,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35344,Copenhagen,nan,nan,nan,nan,nan,1770,nan,164,162,1,no,no,,,"Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on outfitting costs, trade cargo costs."
KR011,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",nan,Ada,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35186,Copenhagen,nan,nan,nan,nan,nan,1772,nan,166,146,1,no,no,,,"Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on crew costs, outfitting costs."
KR012,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",nan,Ada,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35187,Copenhagen,nan,nan,nan,nan,nan,1775-03-06,nan,221,135,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on trade cargo costs.
KR013,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",nan,Ada,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35188,Copenhagen,nan,nan,nan,nan,1776-08-28,1776-12,nan,145,142,1,no,no,,,"Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on crew costs, outfitting costs."
KR014,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",nan,Quitta,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,,Copenhagen,nan,nan,nan,nan,nan,nan,nan,0,0,1,no,no,,4,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on trade cargo costs.
KR015,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",nan,Fortuna,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35351,Copenhagen,nan,nan,nan,1774,1774-05-09,nan,nan,111,98,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016.
KR016,Firm,Klas Rönnbäck,Firm,Danish,"Lauring 2010, table 8",nan,,,,Bargum Trading Society,15,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35181/35178/35183/35184/35185/35180/24666/35189/35358/35344/35186/35187/35188/?/35351,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,no,no,,4,Aditional slave and other sales reported collectively for all voyages KR001-KR015. These should thus be added to the return reported for the individual voyages.
KR017,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2011, p. 66",nan,Christiansborg,,,,1,,35001,Copenhagen,nan,nan,1777-04-11,nan,nan,1778-05-24,nan,nan,nan,1,yes,yes,,,
KR018,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2011, p. 66",nan,Fredensborg,,,,1,,35002,Copenhagen,nan,nan,1777-09-13,nan,nan,1779-02-10,nan,nan,nan,1,yes,yes,,,
KR019,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2011, p. 66",nan,Rio Volta,,,,1,,35003,Copenhagen,nan,nan,1777-11-03,nan,nan,1779-03-18,nan,nan,nan,1,yes,yes,,,
KR020,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2011, p. 66",nan,Accra,,,,1,,35004,Copenhagen,nan,nan,1778-08-21,nan,nan,1779-05-22,nan,nan,nan,1,yes,yes,,,
KR021,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2011, p. 66",nan,Ningo,,,,1,,35006,Copenhagen,nan,nan,1779-12-12,nan,nan,1780-08-29,nan,nan,nan,1,yes,yes,,,
KR054,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Amistad,,,,1,,14622,nan,nan,nan,1815,nan,nan,nan,nan,nan,572,1,yes,yes,209,,
KR055,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Amistad,,,,1,,14742,nan,nan,nan,1817,nan,nan,nan,nan,nan,486,1,yes,yes,125,,
KR056,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Gran turco,,,,1,,14790,nan,nan,nan,1817,nan,nan,nan,nan,nan,428,1,yes,yes,76,,
KR057,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Diamante,,,,1,,14794,nan,nan,nan,1817,nan,nan,nan,nan,nan,316,1,yes,yes,45,,
KR058,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Diamante,,,,1,,42334,nan,nan,nan,1818,nan,nan,nan,nan,nan,403,1,yes,yes,210,,
KR059,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Nueva Amistad,,,,1,,14844,nan,nan,nan,1818,nan,nan,nan,nan,nan,616,1,yes,yes,111,,
KR060,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Nueva Amistad,,,,1,,42278,nan,nan,nan,1819,nan,nan,nan,nan,nan,nan,1,yes,yes,-50,,
KR061,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Campeador,,,,1,,41369,nan,nan,nan,1819,nan,nan,nan,nan,nan,459,1,yes,yes,112,,
KR062,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Atalanta,,,,1,,42259,nan,nan,nan,1820,nan,nan,nan,nan,nan,613,1,yes,yes,113,,
KR063,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Atalanta,,,,1,,125,nan,nan,nan,1820,nan,nan,nan,nan,nan,570,1,yes,yes,-22,,
KR064,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Juno,,,,1,,41368,nan,nan,nan,1821,nan,nan,nan,nan,nan,290,1,yes,yes,62,,
KR065,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Merced,,,,1,,130,nan,nan,nan,1821,nan,nan,nan,nan,nan,307,1,yes,yes,133,,
KR066,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Fortuna,,,,1,,770,nan,nan,nan,1829,nan,nan,nan,nan,nan,206,1,with estimates,with estimates,55,,
KR067,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Nueva Amalia,,,,1,,942,nan,nan,nan,1829,nan,nan,nan,nan,nan,421,1,with estimates,with estimates,80,,
KR068,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Catalana,,,,1,,46903,nan,nan,nan,1829,nan,nan,nan,nan,nan,300,1,with estimates,with estimates,63,,
KR069,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Águila,,,,1,,947,nan,nan,nan,1830,nan,nan,nan,nan,nan,444,1,with estimates,with estimates,42,,
KR070,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,nan,Catalana,,,,1,,961,nan,nan,nan,1830,nan,nan,nan,nan,nan,369,1,with estimates,with estimates,68,,
MR001,Commercial Firm,Miguel Rodrigues,Firm,Portuguese,"ANTT, Not, C1, Cx.1, L3, f. 58-60v",1600-11-04,Santo António,André Preto,"Diogo de la Carrera, Francisco de la Carrera, Bernardo de Ceballos",,1,MR002,,Lisbon,Angola,Cartagena,nan,nan,nan,nan,nan,nan,nan,,Unknown,Unknown,,,"Commercial firm, investment registered in Seville and Lisbon, returns dependent on sale of slaves in Cartagena. Francisco de la Carrera and Bernardo de Ceballos were to travel in the ship and send the returns to Diogo de la Carrera in Lisbon. Each men were to received 12% each of the slave sales recorded in Cartagena"
